,Image,RAM_Tags,YOLO_Tags,location,locationID,videoID,aggID
19,350.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 9 car, 1 truck, 1 traffic light",park,1,1,1100350
20,364.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"1 person, 11 car, 1 truck, 1 traffic light",park,1,1,1100364
21,378.jpg,car | city street | crack | curb | drain | intersection | license plate | minivan | park | road | sedan | silver | street corner | suv | vehicle,"2 person, 12 car, 1 traffic light",park,1,1,1100378
22,392.jpg,car | city street | crack | curb | drain | drive | intersection | minivan | park | road | street corner | suv | van | vehicle | white,"2 person, 10 car, 1 traffic light",park,1,1,1100392
23,406.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 10 car, 1 traffic light",park,1,1,1100406
24,420.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 11 car, 1 traffic light",park,1,1,1100420
25,434.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"1 person, 10 car, 1 traffic light",park,1,1,1100434
26,448.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 12 car, 1 traffic light",park,1,1,1100448
27,462.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 11 car, 1 traffic light",park,1,1,1100462
28,476.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | road | street corner,"2 person, 10 car, 1 traffic light",park,1,1,1100476
29,490.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 7 car, 1 traffic light",park,1,1,1100490
30,504.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"1 person, 13 car, 1 traffic light",park,1,1,1100504
31,518.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 13 car, 1 traffic light",park,1,1,1100518
32,532.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"1 person, 10 car, 1 traffic light",park,1,1,1100532
33,546.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 9 car, 1 traffic light",park,1,1,1100546
34,560.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 12 car, 1 traffic light",park,1,1,1100560
35,574.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 11 car, 1 traffic light",park,1,1,1100574
36,588.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 11 car, 1 traffic light",park,1,1,1100588
37,602.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 11 car, 1 traffic light",park,1,1,1100602
38,616.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 10 car, 1 traffic light",park,1,1,1100616
39,630.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 9 car, 1 truck, 1 traffic light",park,1,1,1100630
40,644.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 8 car, 1 truck, 1 traffic light",park,1,1,1100644
41,658.jpg,car | city street | crack | crosswalk | curb | drain | person | intersection | manhole | manhole cover | road | street corner | walk,"2 person, 8 car, 1 traffic light",park,1,1,1100658
42,672.jpg,car | city street | crack | cross | crosswalk | drain | person | intersection | manhole cover | ride | road | street corner | walk | woman,"1 person, 8 car, 1 traffic light",park,1,1,1100672
43,686.jpg,car | city street | crack | cross | crosswalk | drain | person | intersection | man | manhole cover | ride | road | street corner | walk,"3 person, 11 car, 1 traffic light",park,1,1,1100686
44,700.jpg,car | city street | crack | cross | crosswalk | curb | drain | person | intersection | man | manhole | manhole cover | ride | road | street corner | walk,"2 person, 12 car, 1 traffic light",park,1,1,1100700
45,714.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner | walk,"2 person, 12 car, 1 traffic light",park,1,1,1100714
46,728.jpg,car | city street | crack | cross | crosswalk | curb | drain | person | intersection | man | manhole | manhole cover | road | street corner | walk,"4 person, 10 car, 1 traffic light",park,1,1,1100728
47,742.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 8 car, 1 traffic light",park,1,1,1100742
48,756.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | motorcycle | road | scooter | street corner,"3 person, 8 car, 2 traffic light",park,1,1,1100756
49,770.jpg,city street | crack | crosswalk | curb | drain | intersection | manhole cover | moped | motorbike | motorcycle | motorcyclist | ride | road | scooter | street corner,"1 person, 10 car, 1 traffic light",park,1,1,1100770
50,784.jpg,bicycle | biker | car | city street | crack | crosswalk | drain | person | intersection | man | manhole cover | ride | road | street corner,"1 person, 12 car, 1 traffic light",park,1,1,1100784
51,798.jpg,car | city street | crack | cross | crosswalk | drain | person | intersection | man | manhole cover | ride | road | street corner | walk,"5 person, 1 bicycle, 8 car, 1 traffic light",park,1,1,1100798
52,812.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner | walk,"4 person, 1 bicycle, 12 car, 1 motorcycle, 1 traffic light",park,1,1,1100812
53,826.jpg,car | city street | crack | cross | crosswalk | curb | drain | person | intersection | man | manhole cover | road | street corner | walk,"3 person, 12 car, 1 traffic light",park,1,1,1100826
54,840.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 11 car, 1 traffic light",park,1,1,1100840
55,854.jpg,car | city street | crack | crosswalk | curb | drain | intersection | man | manhole | manhole cover | road | street corner | walk,"6 person, 10 car, 1 traffic light",park,1,1,1100854
56,868.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 9 car, 1 traffic light, 1 suitcase",park,1,1,1100868
57,882.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 10 car, 1 traffic light, 1 dog",park,1,1,1100882
58,896.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 10 car, 1 traffic light, 1 dog",park,1,1,1100896
59,910.jpg,bicycle | biker | car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | ride | road | street corner,"2 person, 9 car, 1 traffic light, 1 snowboard",park,1,1,1100910
60,924.jpg,bicycle | biker | bike lane | car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | ride | road | street corner,"2 person, 5 car, 1 traffic light",park,1,1,1100924
61,938.jpg,bicycle | biker | car | city street | crack | curb | drain | person | intersection | man | motorcycle | ride | road | street corner,"5 car, 1 traffic light, 1 dog",park,1,1,1100938
62,952.jpg,bicycle | biker | black | car | city street | crack | crosswalk | curb | drain | drive | intersection | manhole cover | park | ride | road | sedan | suv,"5 person, 2 bicycle, 9 car, 1 motorcycle, 1 traffic light",park,1,1,1100952
63,966.jpg,car | city street | crack | crosswalk | curb | drain | drive | intersection | manhole cover | road | street corner | suv | vehicle,"5 person, 1 bicycle, 10 car, 1 traffic light",park,1,1,1100966
64,980.jpg,car | crack | crosswalk | curb | drain | floor | person | man | manhole | manhole cover | pavement | road | sit | street corner,"3 person, 1 bicycle, 9 car, 1 traffic light",park,1,1,1100980
65,994.jpg,ambulance | baseball glove | boy | child | cross | road | shirt | street corner | walk,"2 person, 8 car, 1 traffic light",park,1,1,1100994
66,1008.jpg,ambulance | arm | boy | child | hand | out | road | shirt | stand | street corner | stretch | walk,"3 person, 11 car, 1 traffic light",park,1,1,1101008
67,1022.jpg,boy | child | curb | hand | head | man | road | shirt | sky | stand | street corner,"1 person, 9 car, 1 traffic light",park,1,1,1101022
68,1036.jpg,arm | boy | car | child | curb | hand | head | man | road | stand | street corner | stretch | van,"10 car, 1 truck, 1 traffic light",park,1,1,1101036
69,1050.jpg,arm | boy | child | hand | head | road | shirt | sky | stand | street corner | stretch,"2 person, 6 car, 1 truck, 2 traffic light",park,1,1,1101050
70,1064.jpg,boy | child | crack | curb | drain | hand | person | man | road | skateboarder | stand | street corner | walk,"3 person, 9 car, 1 truck, 1 traffic light",park,1,1,1101064
71,1078.jpg,boy | child | crack | cross | drain | manhole cover | pavement | ride | road | skateboard | skateboarder | stand | street corner | walk,"3 person, 13 car, 1 truck, 1 traffic light",park,1,1,1101078
72,1092.jpg,car | city street | crack | cross | crosswalk | drain | person | intersection | man | ride | road | skateboarder | street corner | walk,"5 person, 13 car, 1 traffic light",park,1,1,1101092
73,1106.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"5 person, 12 car, 1 traffic light",park,1,1,1101106
74,1120.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"5 person, 11 car, 1 traffic light",park,1,1,1101120
75,1134.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 10 car, 1 traffic light",park,1,1,1101134
76,1148.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"5 person, 9 car, 1 traffic light",park,1,1,1101148
77,1162.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"1 person, 9 car, 1 motorcycle, 1 traffic light",park,1,1,1101162
78,1176.jpg,car | city street | crack | crosswalk | drive | person | intersection | man | moped | motorbike | motorcycle | motorcyclist | ride | road | scooter | street corner,"2 person, 8 car, 1 traffic light",park,1,1,1101176
79,1190.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 7 car, 1 traffic light",park,1,1,1101190
80,1204.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 9 car, 1 traffic light",park,1,1,1101204
81,1218.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 6 car, 1 traffic light",park,1,1,1101218
82,1232.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 8 car, 1 traffic light",park,1,1,1101232
83,1246.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 7 car, 1 traffic light",park,1,1,1101246
84,1260.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"5 person, 9 car, 1 traffic light",park,1,1,1101260
85,1274.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 10 car, 1 traffic light",park,1,1,1101274
86,1288.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 11 car, 2 traffic light",park,1,1,1101288
87,1302.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 13 car, 1 traffic light",park,1,1,1101302
88,1316.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 12 car, 1 traffic light",park,1,1,1101316
89,1330.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | road | street corner,"2 person, 12 car, 1 traffic light",park,1,1,1101330
90,1344.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | road | street corner,"1 person, 12 car, 1 traffic light",park,1,1,1101344
91,1358.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 10 car, 1 traffic light",park,1,1,1101358
92,1372.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 8 car, 1 traffic light",park,1,1,1101372
93,1386.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 10 car, 1 traffic light",park,1,1,1101386
94,1400.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 9 car, 1 traffic light",park,1,1,1101400
95,1414.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 10 car, 1 traffic light",park,1,1,1101414
96,1428.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 10 car, 1 traffic light",park,1,1,1101428
97,1442.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 10 car, 1 traffic light",park,1,1,1101442
98,1456.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 10 car, 1 traffic light",park,1,1,1101456
99,1470.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 10 car, 1 traffic light",park,1,1,1101470
100,1484.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 6 car, 1 traffic light",park,1,1,1101484
101,1498.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 7 car, 1 traffic light",park,1,1,1101498
102,1512.jpg,car | city street | crack | curb | intersection | park | road | sedan | street corner | white,"5 person, 11 car, 1 traffic light",park,1,1,1101512
103,1526.jpg,person | intersection | load | man | moped | motorbike | motorcycle | push | ride | road | scooter | vespa,"3 person, 11 car, 2 motorcycle, 1 traffic light",park,1,1,1101526
104,1540.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"5 person, 9 car, 1 traffic light",park,1,1,1101540
105,1554.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"5 person, 9 car, 1 traffic light",park,1,1,1101554
106,1568.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 7 car, 1 traffic light",park,1,1,1101568
107,1582.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"5 person, 12 car, 1 traffic light",park,1,1,1101582
108,1596.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"5 person, 8 car, 1 traffic light",park,1,1,1101596
109,1610.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | motorcycle | road | street corner,"5 person, 11 car, 1 traffic light",park,1,1,1101610
110,1624.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | moped | motorbike | motorcycle | motorcyclist | ride | road | scooter | street corner,"4 person, 10 car, 1 traffic light",park,1,1,1101624
111,1638.jpg,car | city street | crack | cross | crosswalk | drain | person | intersection | man | manhole cover | road | street corner | walk,"6 person, 10 car, 1 motorcycle, 1 traffic light",park,1,1,1101638
112,1652.jpg,car | city street | crack | cross | crosswalk | drain | person | intersection | man | road | skateboarder | street corner | walk,"4 person, 5 car, 1 traffic light",park,1,1,1101652
113,1666.jpg,car | city street | crack | cross | crosswalk | drain | person | intersection | man | manhole cover | road | street corner | walk,"3 person, 11 car, 1 traffic light",park,1,1,1101666
114,1680.jpg,car | city street | crack | cross | crosswalk | drain | person | intersection | man | manhole cover | road | street corner | walk,"1 person, 12 car, 1 traffic light",park,1,1,1101680
115,1694.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 11 car, 1 traffic light",park,1,1,1101694
116,1708.jpg,car | city street | crack | cross | crosswalk | curb | drain | person | intersection | man | manhole | manhole cover | road | street corner | walk,"2 person, 13 car, 1 traffic light",park,1,1,1101708
117,1722.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | park | road | street corner,"3 person, 11 car, 1 traffic light",park,1,1,1101722
118,1736.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | road | street corner | walk,"5 person, 12 car, 1 traffic light",park,1,1,1101736
119,1750.jpg,car | city street | crack | crosswalk | curb | drain | person | intersection | man | manhole cover | road | street corner | walk,"3 person, 15 car, 1 traffic light",park,1,1,1101750
120,1764.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 9 car, 1 traffic light",park,1,1,1101764
121,2086.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"1 person, 11 car, 1 truck, 1 traffic light",park,1,1,1102086
122,2100.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 9 car, 1 truck, 1 traffic light",park,1,1,1102100
123,2114.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"1 person, 10 car, 2 truck, 1 traffic light",park,1,1,1102114
124,2142.jpg,boy | chair | crack | person | man | road | shirt | sit | stool | street corner,"1 person, 10 car, 2 truck, 2 traffic light",park,1,1,1102142
125,2156.jpg,boy | briefcase | carry | catch | cross | man | road | shirt | street corner | walk,"2 person, 14 car, 2 truck, 1 traffic light",park,1,1,1102156
126,2170.jpg,carry | catch | chessboard | chess | person | man | road | sign | street corner | walk,"5 person, 10 car, 2 truck, 1 traffic light",park,1,1,1102170
127,2184.jpg,carry | catch | chessboard | chess | head | person | man | road | sign | street corner | street sign | walk,"3 person, 10 car, 1 truck, 1 traffic light",park,1,1,1102184
128,2198.jpg,carry | catch | chessboard | chess | head | person | man | road | sign | skateboarder | street corner | walk,"1 person, 11 car, 2 truck, 1 traffic light",park,1,1,1102198
129,2212.jpg,carry | catch | chessboard | chess | person | man | road | sign | stand | street corner | street sign | walk,"1 person, 12 car, 3 truck, 1 traffic light",park,1,1,1102212
130,2226.jpg,car | carry | catch | chessboard | person | man | road | sign | street corner | walk,"1 person, 11 car, 1 truck, 1 traffic light",park,1,1,1102226
131,2240.jpg,car | city street | cross | person | skate | man | ride | road | skateboard | skateboarder | walk,"3 person, 10 car, 2 truck, 1 traffic light",park,1,1,1102240
132,2254.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | road | street corner,"3 person, 10 car, 2 truck, 1 traffic light",park,1,1,1102254
133,2268.jpg,car | city street | crack | curb | drain | intersection | manhole | manhole cover | minivan | park | road | street corner | suv | van | vehicle,"1 person, 15 car, 1 truck, 1 traffic light",park,1,1,1102268
134,2282.jpg,car | city street | crack | curb | drive | license plate | minivan | park | road | van | vehicle | white,"3 person, 14 car, 1 truck, 1 traffic light",park,1,1,1102282
135,2296.jpg,car | city street | crack | crosswalk | curb | drain | intersection | park | road | street corner | white,"5 person, 13 car, 2 truck, 1 traffic light",park,1,1,1102296
136,2310.jpg,car | city street | crack | curb | drain | intersection | manhole | manhole cover | park | road | street corner,"1 person, 16 car, 1 truck, 1 traffic light",park,1,1,1102310
137,2324.jpg,black | car | city street | crack | crosswalk | curb | drain | drive | intersection | park | road | street corner,"4 person, 12 car",park,1,1,1102324
138,2338.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 9 car, 1 truck, 1 traffic light",park,1,1,1102338
139,2352.jpg,car | city street | crack | curb | drive | intersection | police car | road | street corner,"3 person, 11 car, 1 traffic light",park,1,1,1102352
140,2366.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 15 car, 1 traffic light",park,1,1,1102366
141,2380.jpg,black | car | city street | crack | crosswalk | curb | drain | drive | intersection | manhole | manhole cover | road | street corner | suv,"4 person, 12 car, 1 traffic light",park,1,1,1102380
142,2394.jpg,blue | car | city street | crack | curb | drain | drive | intersection | park | road | sedan | street corner,"5 person, 9 car, 2 traffic light",park,1,1,1102394
143,2408.jpg,blue | car | city street | crack | crosswalk | curb | drain | drive | intersection | park | road,"3 person, 9 car, 1 truck, 1 traffic light",park,1,1,1102408
144,2422.jpg,bicycle | blue | boy | child | girl | ride | road | scooter | tricycle | yellow,"4 person, 7 car, 1 bus, 2 traffic light",park,1,1,1102422
145,2436.jpg,bus | car | city bus | city street | crack | curb | drain | drive | intersection | road | street corner,"1 person, 9 car, 1 bus, 1 truck, 1 traffic light",park,1,1,1102436
146,2450.jpg,blue | bus | bus stop | city bus | crack | curb | drain | drive | manhole | manhole cover | road | tour bus,"1 person, 10 car, 1 bus, 1 truck, 1 traffic light",park,1,1,1102450
147,2464.jpg,blue | bus | city bus | crack | curb | drain | drive | manhole | manhole cover | road | tour bus | yellow,"4 person, 12 car, 1 truck, 1 traffic light",park,1,1,1102464
148,2478.jpg,bus | city bus | city street | crack | curb | drain | drive | intersection | manhole cover | road | school bus | yellow,"6 person, 9 car, 1 truck, 1 traffic light",park,1,1,1102478
149,2492.jpg,bus | car | city bus | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | school bus | street corner | yellow,"3 person, 6 car, 1 truck, 1 traffic light",park,1,1,1102492
150,2506.jpg,car | city street | crack | crosswalk | curb | drain | drive | intersection | manhole cover | road | street corner,"1 person, 13 car, 1 truck, 2 traffic light",park,1,1,1102506
151,2520.jpg,black | car | city street | crack | crosswalk | curb | drain | drive | intersection | park | road | sedan | street corner | suv,"5 person, 10 car, 1 truck, 1 traffic light",park,1,1,1102520
152,2534.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | park | road | street corner,"12 car, 1 truck, 1 traffic light",park,1,1,1102534
153,2548.jpg,car | city street | crack | curb | drain | drive | intersection | park | road | street corner | van | white,"2 person, 13 car, 1 truck, 1 traffic light",park,1,1,1102548
154,2562.jpg,car | city street | crack | curb | drain | drive | intersection | park | road | street corner | van | white,"4 person, 14 car, 1 traffic light",park,1,1,1102562
155,2576.jpg,car | city street | crack | crosswalk | curb | drain | intersection | man | manhole | manhole cover | ride | road | scooter | skateboarder | street corner,"6 person, 9 car, 1 traffic light",park,1,1,1102576
156,2590.jpg,blue | crosswalk | drive | person | intersection | man | moped | motorbike | motorcycle | ride | road | scooter | woman,"6 person, 8 car, 1 truck, 1 traffic light, 1 skateboard",park,1,1,1102590
157,2604.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"5 person, 8 car, 1 traffic light",park,1,1,1102604
158,2618.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"6 person, 10 car, 1 traffic light",park,1,1,1102618
159,2632.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"5 person, 10 car, 1 traffic light",park,1,1,1102632
160,2646.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 10 car, 1 traffic light",park,1,1,1102646
161,2660.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 10 car, 1 traffic light",park,1,1,1102660
162,2674.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 5 car, 1 traffic light",park,1,1,1102674
163,2688.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 8 car, 1 traffic light",park,1,1,1102688
164,2702.jpg,car | city street | crack | crosswalk | curb | drain | drive | intersection | manhole cover | park | road | street corner,"1 person, 13 car, 1 traffic light",park,1,1,1102702
165,2716.jpg,car | city street | crack | crosswalk | curb | drain | drive | intersection | manhole | manhole cover | road | street corner,"5 person, 13 car, 1 traffic light",park,1,1,1102716
166,2730.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"5 person, 14 car, 1 traffic light",park,1,1,1102730
167,2744.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 16 car, 1 traffic light",park,1,1,1102744
168,2758.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 12 car, 1 traffic light",park,1,1,1102758
169,2772.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"5 person, 11 car, 1 traffic light",park,1,1,1102772
170,2786.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"5 person, 12 car, 1 traffic light",park,1,1,1102786
171,2800.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"14 car, 1 traffic light",park,1,1,1102800
172,2814.jpg,car | city street | crack | crosswalk | curb | drain | drive | intersection | park | road | sedan | silver | street corner | white,"4 person, 10 car, 1 traffic light",park,1,1,1102814
173,2828.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"5 person, 11 car, 1 traffic light",park,1,1,1102828
174,2842.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"1 person, 13 car, 1 traffic light",park,1,1,1102842
